Rideshare_Company,Order_Date,Customer_Id,Number_Of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Historical_Unit_Price,Pricing_Model,Supply_By_Demand,"Demand_Profile
(34%-66%-MED)"
HWCO,11/11/25,User_SIL_143,79,7,Rural,Silver,31,4.82,Night,Economy,100,$322.90 ,$3.23 ,STANDARD,8.86%,HIGH
HWCO,11/11/25,User_SIL_144,99,9,Rural,Silver,33,4.98,Afternoon,Economy,110,$292.34 ,$2.66 ,CONTRACTED,9.09%,HIGH
HWCO,11/11/25,User_SIL_145,34,24,Urban,Silver,3,4.41,Morning,Economy,97,$242.75 ,$2.50 ,CONTRACTED,70.59%,LOW
HWCO,11/11/25,User_SIL_146,54,21,Urban,Silver,23,4.44,Evening,Premium,136,$442.78 ,$3.26 ,CONTRACTED,38.89%,MEDIUM
HWCO,11/11/25,User_REG_108,77,43,Suburban,Regular,73,4.07,Afternoon,Premium,131,$505.55 ,$3.86 ,CONTRACTED,55.84%,MEDIUM
HWCO,11/11/25,User_REG_109,80,21,Urban,Regular,85,4.21,Morning,Premium,146,$474.92 ,$3.25 ,CONTRACTED,26.25%,HIGH
HWCO,11/11/25,User_REG_110,74,54,Urban,Regular,16,4.35,Afternoon,Premium,147,$617.43 ,$4.20 ,STANDARD,72.97%,LOW
HWCO,11/11/25,User_REG_111,57,38,Urban,Regular,31,3.97,Morning,Premium,64,$294.86 ,$4.61 ,STANDARD,66.67%,MEDIUM
HWCO,11/11/25,User_SIL_147,97,66,Urban,Silver,90,3.6,Evening,Premium,150,$717.47 ,$4.78 ,STANDARD,68.04%,LOW
HWCO,11/11/25,User_GLD_096,52,14,Suburban,Gold,97,4.83,Evening,Premium,66,$266.98 ,$4.05 ,STANDARD,26.92%,HIGH
HWCO,11/11/25,User_REG_112,51,37,Rural,Regular,34,4.64,Afternoon,Economy,100,$383.37 ,$3.83 ,STANDARD,72.55%,LOW
HWCO,11/11/25,User_GLD_097,87,52,Urban,Gold,15,3.57,Night,Economy,66,$266.43 ,$4.04 ,STANDARD,59.77%,MEDIUM
HWCO,11/11/25,User_SIL_148,91,42,Suburban,Silver,76,4.96,Morning,Economy,86,$336.39 ,$3.91 ,STANDARD,46.15%,MEDIUM
HWCO,11/11/25,User_REG_113,85,34,Rural,Regular,66,4.59,Morning,Premium,163,$764.86 ,$4.69 ,STANDARD,40.00%,MEDIUM
HWCO,11/11/25,User_SIL_149,57,21,Rural,Silver,28,4.93,Night,Economy,141,$588.69 ,$4.18 ,STANDARD,36.84%,MEDIUM
HWCO,11/11/25,User_REG_114,28,8,Urban,Regular,67,3.78,Afternoon,Premium,58,$305.24 ,$5.26 ,STANDARD,28.57%,HIGH
HWCO,11/11/25,User_REG_115,58,30,Urban,Regular,32,4.14,Night,Economy,75,$256.37 ,$3.42 ,STANDARD,51.72%,MEDIUM
HWCO,11/11/25,User_GLD_098,31,9,Rural,Gold,18,4.42,Morning,Premium,114,$461.02 ,$4.04 ,STANDARD,29.03%,HIGH
HWCO,11/12/25,User_GLD_099,27,11,Suburban,Gold,88,4.5,Evening,Premium,144,$581.75 ,$4.04 ,STANDARD,40.74%,MEDIUM
HWCO,11/12/25,User_GLD_100,90,75,Urban,Gold,88,4.1,Afternoon,Economy,106,$472.55 ,$4.46 ,CUSTOM,83.33%,LOW
HWCO,11/12/25,User_REG_116,54,8,Suburban,Regular,41,3.89,Morning,Economy,168,$573.48 ,$3.41 ,STANDARD,14.81%,HIGH
HWCO,11/12/25,User_SIL_150,23,9,Suburban,Silver,50,3.84,Evening,Premium,34,$192.39 ,$5.66 ,STANDARD,39.13%,MEDIUM
HWCO,11/12/25,User_REG_117,94,64,Urban,Regular,62,4.87,Night,Economy,166,$744.04 ,$4.48 ,CUSTOM,68.09%,LOW
HWCO,11/12/25,User_SIL_151,86,20,Suburban,Silver,51,3.75,Morning,Premium,110,$412.26 ,$3.75 ,CONTRACTED,23.26%,HIGH
HWCO,11/12/25,User_REG_118,79,55,Suburban,Regular,91,4.39,Morning,Economy,48,$189.56 ,$3.95 ,STANDARD,69.62%,LOW
HWCO,11/12/25,User_REG_119,73,13,Urban,Regular,93,3.95,Night,Economy,90,$357.04 ,$3.97 ,STANDARD,17.81%,HIGH
HWCO,11/12/25,User_REG_120,74,23,Urban,Regular,45,4.07,Morning,Premium,99,$417.17 ,$4.21 ,STANDARD,31.08%,HIGH
HWCO,11/12/25,User_GLD_101,26,11,Urban,Gold,10,4.22,Morning,Premium,69,$314.84 ,$4.56 ,STANDARD,42.31%,MEDIUM
HWCO,11/12/25,User_REG_121,99,30,Urban,Regular,74,4.21,Morning,Premium,160,$629.95 ,$3.94 ,CONTRACTED,30.30%,HIGH
HWCO,11/12/25,User_GLD_102,80,42,Urban,Gold,85,4.22,Night,Economy,131,$473.56 ,$3.61 ,STANDARD,52.50%,MEDIUM
HWCO,11/12/25,User_REG_122,78,35,Rural,Regular,5,4.35,Evening,Premium,100,$317.88 ,$3.18 ,CONTRACTED,44.87%,MEDIUM
HWCO,11/12/25,User_GLD_103,63,6,Urban,Gold,29,4.79,Evening,Premium,24,$132.50 ,$5.52 ,STANDARD,9.52%,HIGH
HWCO,11/12/25,User_REG_123,25,8,Rural,Regular,30,4.44,Night,Economy,115,$430.79 ,$3.75 ,STANDARD,32.00%,HIGH
HWCO,11/12/25,User_REG_124,100,50,Urban,Regular,20,4.14,Evening,Economy,127,$350.23 ,$2.76 ,CONTRACTED,50.00%,MEDIUM
HWCO,11/12/25,User_SIL_152,46,8,Urban,Silver,32,4.81,Afternoon,Economy,112,$466.43 ,$4.16 ,STANDARD,17.39%,HIGH
HWCO,11/12/25,User_REG_125,59,29,Urban,Regular,90,4.3,Night,Economy,145,$651.73 ,$4.49 ,CUSTOM,49.15%,MEDIUM
HWCO,11/12/25,User_GLD_104,21,11,Rural,Gold,18,4.2,Morning,Premium,49,$266.35 ,$5.44 ,STANDARD,52.38%,MEDIUM
HWCO,11/12/25,User_SIL_153,64,7,Rural,Silver,48,4.67,Evening,Economy,64,$266.39 ,$4.16 ,STANDARD,10.94%,HIGH
HWCO,11/12/25,User_GLD_105,52,22,Suburban,Gold,72,3.6,Morning,Premium,101,$303.80 ,$3.01 ,CONTRACTED,42.31%,MEDIUM
HWCO,11/12/25,User_SIL_154,100,56,Suburban,Silver,67,4.2,Evening,Economy,169,$461.97 ,$2.73 ,CONTRACTED,56.00%,MEDIUM
HWCO,11/12/25,User_REG_126,83,72,Rural,Regular,25,4.62,Night,Premium,45,$201.06 ,$4.47 ,STANDARD,86.75%,LOW
HWCO,11/12/25,User_SIL_155,89,10,Rural,Silver,36,4.12,Afternoon,Premium,13,$94.21 ,$7.25 ,STANDARD,11.24%,HIGH
HWCO,11/12/25,User_SIL_156,100,37,Rural,Silver,47,4.7,Afternoon,Economy,142,$546.86 ,$3.85 ,STANDARD,37.00%,MEDIUM
HWCO,11/12/25,User_GLD_106,71,7,Urban,Gold,31,4.83,Morning,Premium,60,$292.75 ,$4.88 ,STANDARD,9.86%,HIGH
HWCO,11/12/25,User_REG_127,94,26,Suburban,Regular,0,3.94,Afternoon,Premium,40,$150.91 ,$3.77 ,CONTRACTED,27.66%,HIGH
HWCO,11/12/25,User_REG_128,52,23,Urban,Regular,41,4.23,Evening,Economy,134,$534.91 ,$3.99 ,STANDARD,44.23%,MEDIUM
HWCO,11/12/25,User_SIL_157,27,15,Urban,Silver,31,4.95,Afternoon,Economy,103,$315.27 ,$3.06 ,STANDARD,55.56%,MEDIUM
HWCO,11/12/25,User_REG_129,88,62,Urban,Regular,62,4.82,Afternoon,Economy,162,$601.24 ,$3.71 ,STANDARD,70.45%,LOW
HWCO,11/12/25,User_SIL_158,48,38,Suburban,Silver,64,4.97,Night,Premium,152,$701.47 ,$4.61 ,STANDARD,79.17%,LOW
HWCO,11/12/25,User_REG_130,53,35,Suburban,Regular,1,3.67,Morning,Premium,88,$392.01 ,$4.45 ,STANDARD,66.04%,MEDIUM
HWCO,11/12/25,User_GLD_107,31,12,Suburban,Gold,34,4.7,Night,Economy,105,$331.84 ,$3.16 ,STANDARD,38.71%,MEDIUM
HWCO,11/13/25,User_SIL_159,56,34,Suburban,Silver,1,4.56,Afternoon,Economy,121,$307.53 ,$2.54 ,CONTRACTED,60.71%,MEDIUM
HWCO,11/13/25,User_GLD_108,48,35,Rural,Gold,47,4.26,Morning,Economy,26,$68.27 ,$2.63 ,CONTRACTED,72.92%,LOW
HWCO,11/13/25,User_SIL_160,93,66,Suburban,Silver,22,3.91,Night,Economy,180,$765.44 ,$4.25 ,CUSTOM,70.97%,LOW
HWCO,11/13/25,User_SIL_161,49,18,Rural,Silver,62,4.92,Afternoon,Economy,62,$168.37 ,$2.72 ,CONTRACTED,36.73%,MEDIUM
HWCO,11/13/25,User_GLD_109,72,33,Rural,Gold,63,4.25,Evening,Economy,132,$351.77 ,$2.66 ,CONTRACTED,45.83%,MEDIUM
HWCO,11/13/25,User_GLD_110,62,11,Suburban,Gold,37,4.23,Morning,Premium,71,$363.35 ,$5.12 ,STANDARD,17.74%,HIGH
HWCO,11/13/25,User_REG_131,39,15,Suburban,Regular,53,4.6,Evening,Premium,38,$201.71 ,$5.31 ,STANDARD,38.46%,MEDIUM
HWCO,11/13/25,User_GLD_111,67,56,Urban,Gold,49,4.22,Afternoon,Premium,23,$121.44 ,$5.28 ,STANDARD,83.58%,LOW
HWCO,11/13/25,User_REG_132,88,15,Urban,Regular,39,4.51,Afternoon,Economy,137,$598.78 ,$4.37 ,CUSTOM,17.05%,HIGH
HWCO,11/13/25,User_SIL_162,29,16,Urban,Silver,75,4.11,Morning,Premium,80,$371.12 ,$4.64 ,STANDARD,55.17%,MEDIUM
HWCO,11/13/25,User_SIL_163,100,24,Urban,Silver,88,4.49,Night,Economy,56,$173.67 ,$3.10 ,STANDARD,24.00%,HIGH
HWCO,11/13/25,User_GLD_112,98,43,Suburban,Gold,62,4.98,Morning,Economy,130,$538.52 ,$4.14 ,STANDARD,43.88%,MEDIUM
HWCO,11/13/25,User_GLD_113,35,10,Rural,Gold,40,3.54,Night,Economy,75,$281.96 ,$3.76 ,STANDARD,28.57%,HIGH
HWCO,11/13/25,User_GLD_114,58,14,Rural,Gold,10,3.77,Morning,Economy,95,$258.01 ,$2.72 ,CONTRACTED,24.14%,HIGH
HWCO,11/13/25,User_GLD_115,22,7,Urban,Gold,53,4.43,Morning,Premium,98,$476.20 ,$4.86 ,STANDARD,31.82%,HIGH
HWCO,11/13/25,User_REG_133,84,37,Suburban,Regular,94,3.83,Night,Economy,28,$124.65 ,$4.45 ,CUSTOM,44.05%,MEDIUM
HWCO,11/13/25,User_SIL_164,91,14,Suburban,Silver,19,4.78,Night,Premium,19,$111.11 ,$5.85 ,STANDARD,15.38%,HIGH
HWCO,11/13/25,User_GLD_116,56,29,Urban,Gold,67,4.49,Afternoon,Economy,125,$421.82 ,$3.37 ,STANDARD,51.79%,MEDIUM
HWCO,11/13/25,User_REG_134,97,21,Rural,Regular,36,3.72,Evening,Premium,23,$134.05 ,$5.83 ,STANDARD,21.65%,HIGH
HWCO,11/13/25,User_GLD_117,57,47,Urban,Gold,26,3.8,Morning,Economy,30,$132.40 ,$4.41 ,CUSTOM,82.46%,LOW
HWCO,11/13/25,User_SIL_165,94,27,Suburban,Silver,100,3.6,Night,Premium,172,$547.98 ,$3.19 ,CONTRACTED,28.72%,HIGH
HWCO,11/13/25,User_GLD_118,84,6,Suburban,Gold,24,3.74,Morning,Economy,68,$281.97 ,$4.15 ,STANDARD,7.14%,HIGH
HWCO,11/13/25,User_SIL_166,40,11,Rural,Silver,1,4.24,Night,Premium,35,$182.47 ,$5.21 ,STANDARD,27.50%,HIGH
HWCO,11/13/25,User_SIL_167,65,36,Suburban,Silver,20,4.39,Night,Premium,87,$313.77 ,$3.61 ,CONTRACTED,55.38%,MEDIUM
HWCO,11/13/25,User_SIL_168,35,22,Urban,Silver,28,4.88,Afternoon,Premium,116,$422.89 ,$3.65 ,CONTRACTED,62.86%,MEDIUM
HWCO,11/13/25,User_REG_135,40,30,Urban,Regular,67,4.03,Evening,Premium,143,$529.70 ,$3.70 ,CONTRACTED,75.00%,LOW
HWCO,11/13/25,User_SIL_169,61,45,Urban,Silver,6,4.99,Evening,Economy,10,$25.99 ,$2.60 ,CONTRACTED,73.77%,LOW
HWCO,11/13/25,User_GLD_119,50,14,Urban,Gold,98,3.52,Night,Premium,109,$351.57 ,$3.23 ,CONTRACTED,28.00%,HIGH
HWCO,11/13/25,User_SIL_170,98,25,Suburban,Silver,30,4.76,Afternoon,Economy,60,$154.69 ,$2.58 ,CONTRACTED,25.51%,HIGH
HWCO,11/13/25,User_REG_136,54,37,Suburban,Regular,41,4.69,Afternoon,Premium,16,$106.59 ,$6.66 ,STANDARD,68.52%,LOW
HWCO,11/13/25,User_REG_137,37,13,Rural,Regular,31,4.66,Afternoon,Economy,35,$132.17 ,$3.78 ,STANDARD,35.14%,MEDIUM
HWCO,11/13/25,User_SIL_171,78,41,Urban,Silver,12,4.99,Afternoon,Economy,22,$76.22 ,$3.46 ,STANDARD,52.56%,MEDIUM
HWCO,11/13/25,User_GLD_120,84,21,Rural,Gold,88,3.5,Afternoon,Economy,146,$598.94 ,$4.10 ,STANDARD,25.00%,HIGH
HWCO,11/14/25,User_SIL_172,44,32,Suburban,Silver,51,4.2,Afternoon,Premium,168,$563.15 ,$3.35 ,CONTRACTED,72.73%,LOW
HWCO,11/14/25,User_SIL_173,25,11,Urban,Silver,92,3.91,Night,Economy,115,$310.15 ,$2.70 ,CONTRACTED,44.00%,MEDIUM
HWCO,11/14/25,User_GLD_121,38,13,Urban,Gold,38,4.46,Evening,Premium,28,$145.14 ,$5.18 ,STANDARD,34.21%,MEDIUM
HWCO,11/14/25,User_SIL_174,85,25,Urban,Silver,21,4.03,Morning,Economy,73,$323.56 ,$4.43 ,CUSTOM,29.41%,HIGH
HWCO,11/14/25,User_GLD_122,31,13,Suburban,Gold,87,4.04,Evening,Economy,11,$31.57 ,$2.87 ,CONTRACTED,41.94%,MEDIUM
HWCO,11/14/25,User_REG_138,67,6,Rural,Regular,25,4.45,Evening,Premium,31,$144.46 ,$4.66 ,STANDARD,8.96%,HIGH
HWCO,11/14/25,User_SIL_175,77,11,Rural,Silver,70,3.82,Night,Premium,63,$252.49 ,$4.01 ,CONTRACTED,14.29%,HIGH
HWCO,11/14/25,User_SIL_176,32,11,Suburban,Silver,30,3.53,Afternoon,Premium,32,$146.51 ,$4.58 ,STANDARD,34.38%,MEDIUM
HWCO,11/14/25,User_REG_139,71,30,Rural,Regular,60,4.83,Evening,Premium,156,$501.80 ,$3.22 ,CONTRACTED,42.25%,MEDIUM
HWCO,11/14/25,User_REG_140,65,38,Urban,Regular,13,4.77,Morning,Premium,132,$610.73 ,$4.63 ,STANDARD,58.46%,MEDIUM
HWCO,11/14/25,User_SIL_177,64,29,Urban,Silver,66,3.79,Night,Premium,37,$194.26 ,$5.25 ,STANDARD,45.31%,MEDIUM
HWCO,11/14/25,User_SIL_178,48,38,Urban,Silver,45,4.17,Afternoon,Economy,87,$318.21 ,$3.66 ,STANDARD,79.17%,LOW
HWCO,11/14/25,User_GLD_123,76,42,Rural,Gold,95,3.93,Morning,Economy,180,$512.63 ,$2.85 ,CONTRACTED,55.26%,MEDIUM
HWCO,11/14/25,User_REG_141,76,53,Urban,Regular,77,3.67,Afternoon,Premium,179,$555.89 ,$3.11 ,CONTRACTED,69.74%,LOW
HWCO,11/14/25,User_SIL_179,71,14,Suburban,Silver,8,4.44,Night,Economy,76,$242.16 ,$3.19 ,STANDARD,19.72%,HIGH
HWCO,11/14/25,User_SIL_180,76,9,Urban,Silver,64,4.16,Evening,Economy,10,$41.40 ,$4.14 ,STANDARD,11.84%,HIGH
HWCO,11/14/25,User_GLD_124,51,14,Rural,Gold,16,3.51,Night,Premium,30,$180.89 ,$6.03 ,STANDARD,27.45%,HIGH
HWCO,11/14/25,User_GLD_125,88,38,Rural,Gold,29,3.73,Evening,Premium,167,$537.90 ,$3.22 ,CONTRACTED,43.18%,MEDIUM
HWCO,11/14/25,User_GLD_126,60,24,Rural,Gold,5,3.79,Afternoon,Premium,154,$556.66 ,$3.61 ,CONTRACTED,40.00%,MEDIUM
HWCO,11/14/25,User_REG_142,73,55,Rural,Regular,55,4.2,Afternoon,Economy,52,$158.56 ,$3.05 ,STANDARD,75.34%,LOW
HWCO,11/14/25,User_SIL_181,23,10,Urban,Silver,80,3.88,Afternoon,Economy,22,$59.45 ,$2.70 ,CONTRACTED,43.48%,MEDIUM
HWCO,11/14/25,User_SIL_182,74,27,Suburban,Silver,51,3.75,Morning,Premium,111,$334.14 ,$3.01 ,CONTRACTED,36.49%,MEDIUM
HWCO,11/14/25,User_GLD_127,49,6,Suburban,Gold,18,4.41,Night,Premium,148,$443.78 ,$3.00 ,CONTRACTED,12.24%,HIGH
HWCO,11/14/25,User_GLD_128,31,8,Rural,Gold,7,3.57,Night,Economy,35,$145.24 ,$4.15 ,STANDARD,25.81%,HIGH
HWCO,11/14/25,User_REG_143,57,46,Rural,Regular,42,4.39,Morning,Economy,56,$210.63 ,$3.76 ,STANDARD,80.70%,LOW
HWCO,11/14/25,User_REG_144,64,19,Suburban,Regular,35,4.02,Afternoon,Economy,39,$152.23 ,$3.90 ,STANDARD,29.69%,HIGH
HWCO,11/14/25,User_REG_145,86,76,Suburban,Regular,84,4.99,Night,Economy,149,$612.45 ,$4.11 ,STANDARD,88.37%,LOW
HWCO,11/14/25,User_REG_146,54,28,Suburban,Regular,73,3.56,Morning,Premium,51,$250.29 ,$4.91 ,STANDARD,51.85%,MEDIUM
HWCO,11/14/25,User_GLD_129,85,37,Rural,Gold,10,3.76,Night,Premium,61,$309.08 ,$5.07 ,STANDARD,43.53%,MEDIUM
HWCO,11/14/25,User_REG_147,58,15,Rural,Regular,14,4.76,Night,Premium,12,$94.16 ,$7.85 ,STANDARD,25.86%,HIGH
HWCO,11/14/25,User_GLD_130,96,27,Rural,Gold,21,4.37,Night,Premium,57,$243.94 ,$4.28 ,STANDARD,28.13%,HIGH
HWCO,11/14/25,User_SIL_183,58,31,Suburban,Silver,32,4.87,Evening,Premium,85,$331.19 ,$3.90 ,CONTRACTED,53.45%,MEDIUM
HWCO,11/14/25,User_SIL_184,77,45,Suburban,Silver,88,4.16,Morning,Economy,151,$595.23 ,$3.94 ,STANDARD,58.44%,MEDIUM
HWCO,11/15/25,User_REG_148,93,73,Rural,Regular,78,3.81,Night,Premium,106,$465.96 ,$4.40 ,STANDARD,78.49%,LOW
HWCO,11/15/25,User_REG_149,44,11,Rural,Regular,56,3.83,Afternoon,Premium,18,$104.75 ,$5.82 ,STANDARD,25.00%,HIGH
HWCO,11/15/25,User_REG_150,20,10,Rural,Regular,54,4.12,Morning,Premium,168,$784.06 ,$4.67 ,STANDARD,50.00%,MEDIUM
HWCO,11/15/25,User_REG_151,70,40,Suburban,Regular,9,3.77,Evening,Economy,130,$382.93 ,$2.95 ,STANDARD,57.14%,MEDIUM
HWCO,11/15/25,User_GLD_131,42,12,Rural,Gold,92,4.5,Afternoon,Economy,123,$319.30 ,$2.60 ,CONTRACTED,28.57%,HIGH
HWCO,11/15/25,User_REG_152,87,33,Rural,Regular,53,4.15,Evening,Economy,143,$640.14 ,$4.48 ,CUSTOM,37.93%,MEDIUM
HWCO,11/15/25,User_GLD_132,70,43,Suburban,Gold,47,4.31,Morning,Economy,57,$243.49 ,$4.27 ,CUSTOM,61.43%,MEDIUM
HWCO,11/15/25,User_GLD_133,61,15,Urban,Gold,29,4.49,Afternoon,Economy,32,$135.01 ,$4.22 ,CUSTOM,24.59%,HIGH
HWCO,11/15/25,User_SIL_185,71,36,Suburban,Silver,69,4.37,Morning,Economy,110,$392.96 ,$3.57 ,STANDARD,50.70%,MEDIUM
HWCO,11/15/25,User_REG_153,81,33,Suburban,Regular,41,4.93,Afternoon,Premium,162,$617.29 ,$3.81 ,CONTRACTED,40.74%,MEDIUM
HWCO,11/15/25,User_SIL_186,87,64,Rural,Silver,69,4.55,Evening,Premium,65,$310.79 ,$4.78 ,STANDARD,73.56%,LOW
HWCO,11/15/25,User_REG_154,85,65,Suburban,Regular,73,4.65,Afternoon,Premium,165,$770.07 ,$4.67 ,STANDARD,76.47%,LOW
HWCO,11/15/25,User_REG_155,91,65,Urban,Regular,40,3.58,Evening,Economy,141,$373.50 ,$2.65 ,CONTRACTED,71.43%,LOW
HWCO,11/15/25,User_SIL_187,83,57,Rural,Silver,80,4.6,Night,Premium,172,$814.42 ,$4.73 ,STANDARD,68.67%,LOW
HWCO,11/15/25,User_GLD_134,64,10,Suburban,Gold,75,3.61,Morning,Premium,155,$473.35 ,$3.05 ,CONTRACTED,15.63%,HIGH
HWCO,11/15/25,User_SIL_188,69,22,Rural,Silver,25,4.41,Night,Premium,74,$266.77 ,$3.60 ,CONTRACTED,31.88%,HIGH
HWCO,11/15/25,User_SIL_189,37,12,Rural,Silver,15,3.73,Evening,Economy,142,$369.36 ,$2.60 ,CONTRACTED,32.43%,HIGH
HWCO,11/15/25,User_SIL_190,93,28,Urban,Silver,63,3.9,Evening,Economy,38,$111.72 ,$2.94 ,STANDARD,30.11%,HIGH
HWCO,11/15/25,User_GLD_135,66,49,Rural,Gold,42,4.56,Afternoon,Economy,124,$429.95 ,$3.47 ,STANDARD,74.24%,LOW
HWCO,11/15/25,User_SIL_191,47,36,Rural,Silver,100,4.2,Morning,Economy,103,$414.78 ,$4.03 ,STANDARD,76.60%,LOW
HWCO,11/15/25,User_REG_156,71,30,Rural,Regular,45,4.16,Evening,Premium,53,$227.18 ,$4.29 ,STANDARD,42.25%,MEDIUM
HWCO,11/15/25,User_SIL_192,58,19,Urban,Silver,47,3.97,Evening,Economy,77,$247.44 ,$3.21 ,STANDARD,32.76%,HIGH
HWCO,11/15/25,User_SIL_193,100,18,Suburban,Silver,50,4.89,Morning,Premium,51,$213.82 ,$4.19 ,STANDARD,18.00%,HIGH
HWCO,11/15/25,User_REG_157,94,28,Urban,Regular,59,4.45,Night,Economy,173,$652.59 ,$3.77 ,STANDARD,29.79%,HIGH
HWCO,11/15/25,User_SIL_194,49,6,Rural,Silver,23,4.65,Night,Premium,69,$289.65 ,$4.20 ,STANDARD,12.24%,HIGH
HWCO,11/15/25,User_GLD_136,42,7,Rural,Gold,90,3.67,Evening,Economy,32,$123.76 ,$3.87 ,STANDARD,16.67%,HIGH
HWCO,11/15/25,User_GLD_137,79,63,Urban,Gold,56,4.66,Evening,Premium,70,$292.59 ,$4.18 ,STANDARD,79.75%,LOW
HWCO,11/15/25,User_GLD_138,59,5,Rural,Gold,17,4.97,Evening,Premium,143,$440.94 ,$3.08 ,CONTRACTED,8.47%,HIGH
HWCO,11/15/25,User_REG_158,54,7,Urban,Regular,91,3.75,Night,Economy,97,$298.32 ,$3.08 ,STANDARD,12.96%,HIGH
HWCO,11/15/25,User_SIL_195,60,6,Rural,Silver,65,4.76,Morning,Economy,168,$629.20 ,$3.75 ,STANDARD,10.00%,HIGH
HWCO,11/15/25,User_SIL_196,26,13,Suburban,Silver,4,3.63,Night,Premium,123,$442.00 ,$3.59 ,CONTRACTED,50.00%,MEDIUM
HWCO,11/15/25,User_SIL_197,90,10,Rural,Silver,59,4.44,Morning,Premium,147,$691.50 ,$4.70 ,STANDARD,11.11%,HIGH
HWCO,11/15/25,User_SIL_198,34,12,Suburban,Silver,38,4.18,Afternoon,Economy,24,$106.95 ,$4.46 ,CUSTOM,35.29%,MEDIUM
HWCO,11/16/25,User_SIL_199,80,34,Suburban,Silver,84,3.8,Night,Economy,174,$561.44 ,$3.23 ,STANDARD,42.50%,MEDIUM
HWCO,11/16/25,User_REG_159,21,7,Rural,Regular,58,4.31,Morning,Premium,75,$328.46 ,$4.38 ,STANDARD,33.33%,HIGH
HWCO,11/16/25,User_SIL_200,97,71,Suburban,Silver,52,4.32,Evening,Economy,36,$133.39 ,$3.71 ,STANDARD,73.20%,LOW
HWCO,11/16/25,User_REG_160,64,7,Suburban,Regular,92,4.58,Evening,Premium,16,$114.70 ,$7.17 ,STANDARD,10.94%,HIGH
HWCO,11/16/25,User_GLD_139,47,34,Rural,Gold,16,4.38,Evening,Premium,46,$237.14 ,$5.16 ,STANDARD,72.34%,LOW
HWCO,11/16/25,User_GLD_140,44,28,Rural,Gold,30,3.93,Evening,Premium,42,$157.11 ,$3.74 ,CONTRACTED,63.64%,MEDIUM
HWCO,11/16/25,User_GLD_141,21,9,Suburban,Gold,13,4.01,Evening,Economy,127,$431.25 ,$3.40 ,STANDARD,42.86%,MEDIUM
HWCO,11/16/25,User_GLD_142,57,37,Urban,Gold,59,3.92,Evening,Economy,159,$585.81 ,$3.68 ,STANDARD,64.91%,MEDIUM
HWCO,11/16/25,User_SIL_201,62,5,Rural,Silver,51,4.4,Afternoon,Economy,160,$647.20 ,$4.05 ,STANDARD,8.06%,HIGH
HWCO,11/16/25,User_GLD_143,25,6,Urban,Gold,60,3.91,Evening,Premium,145,$559.58 ,$3.86 ,CONTRACTED,24.00%,HIGH
HWCO,11/16/25,User_SIL_202,92,33,Suburban,Silver,70,3.69,Evening,Premium,46,$173.15 ,$3.76 ,CONTRACTED,35.87%,MEDIUM
HWCO,11/16/25,User_GLD_144,38,7,Rural,Gold,46,3.79,Night,Economy,78,$198.17 ,$2.54 ,CONTRACTED,18.42%,HIGH
HWCO,11/16/25,User_SIL_203,99,31,Urban,Silver,0,3.54,Morning,Economy,50,$192.71 ,$3.85 ,STANDARD,31.31%,HIGH
HWCO,11/16/25,User_REG_161,35,7,Rural,Regular,65,4.19,Night,Economy,65,$165.08 ,$2.54 ,CONTRACTED,20.00%,HIGH
HWCO,11/16/25,User_GLD_145,30,13,Urban,Gold,53,3.68,Night,Premium,124,$379.47 ,$3.06 ,CONTRACTED,43.33%,MEDIUM
HWCO,11/16/25,User_GLD_146,28,6,Urban,Gold,53,4.48,Night,Premium,148,$461.11 ,$3.12 ,CONTRACTED,21.43%,HIGH
HWCO,11/16/25,User_SIL_204,59,47,Rural,Silver,73,3.54,Night,Economy,75,$234.57 ,$3.13 ,STANDARD,79.66%,LOW
HWCO,11/16/25,User_SIL_205,24,13,Urban,Silver,50,4.26,Night,Premium,141,$540.06 ,$3.83 ,CONTRACTED,54.17%,MEDIUM
HWCO,11/16/25,User_REG_162,21,6,Suburban,Regular,15,3.81,Evening,Premium,80,$318.84 ,$3.99 ,CONTRACTED,28.57%,HIGH
HWCO,11/16/25,User_SIL_206,84,54,Suburban,Silver,59,4.98,Afternoon,Premium,43,$196.32 ,$4.57 ,STANDARD,64.29%,MEDIUM
HWCO,11/16/25,User_SIL_207,100,50,Urban,Silver,83,4.91,Morning,Premium,173,$622.49 ,$3.60 ,CONTRACTED,50.00%,MEDIUM
HWCO,11/16/25,User_SIL_208,30,11,Urban,Silver,99,4.96,Evening,Economy,83,$349.67 ,$4.21 ,CUSTOM,36.67%,MEDIUM
HWCO,11/16/25,User_REG_163,45,35,Rural,Regular,0,4.58,Afternoon,Premium,41,$206.15 ,$5.03 ,STANDARD,77.78%,LOW
HWCO,11/16/25,User_GLD_147,53,35,Urban,Gold,35,3.92,Afternoon,Premium,166,$635.93 ,$3.83 ,CONTRACTED,66.04%,MEDIUM
HWCO,11/16/25,User_GLD_148,65,41,Rural,Gold,51,3.57,Night,Premium,48,$251.11 ,$5.23 ,STANDARD,63.08%,MEDIUM
HWCO,11/16/25,User_SIL_209,93,6,Rural,Silver,85,4.47,Night,Economy,107,$324.10 ,$3.03 ,STANDARD,6.45%,HIGH
